cluster_id,auto_label,last_log_count,extrapolated_growth_5yr,last_date
2253,"display, brightness, device, method, display brightness",2.197,-2.821,2025-10-01
215,"method, breathing, apparatus, device, airway",3.951,-2.827,2025-10-01
891,"resonator, filter, dielectric, resonator filter, device",2.303,-2.829,2025-10-01
786,"titanium, process, dioxide, titanium dioxide, producing",2.944,-2.84,2025-10-01
2058,"proteins, insecticidal, methods, use, insect",0.0,-2.847,2025-10-01
97,"cement, method, containing, materials, cementitious",3.555,-2.848,2025-10-01
895,"calibration, method, apparatus, method apparatus, calibrating",3.892,-2.849,2025-10-01
198,"bow, archery, archery bow, arrow, sight",3.178,-2.85,2025-10-01
1364,"droplet, apparatus, liquid, liquid droplet, ejection",2.485,-2.852,2025-10-01
598,"pulse, generator, pulse generator, method, width",2.398,-2.857,2025-10-01
1325,"request, automatic repeat, repeat request, repeat, automatic",3.332,-2.861,2025-10-01
704,"memory, volatile, non volatile, non, method",3.555,-2.861,2025-10-01
1661,"vehicle, rail, rail vehicle, control, method",3.611,-2.862,2025-10-01
2018,"container, containers, security, software, method",4.094,-2.866,2025-10-01
323,"window, vehicle, vehicle window, device, apparatus",4.205,-2.867,2025-10-01
1522,"package, structure, method, package structure, package package",3.178,-2.875,2025-10-01
343,"lift, lifting, vehicle, device, lifting device",3.611,-2.876,2025-10-01
1735,"automation, method, industrial, industrial automation, control",2.773,-2.877,2025-10-01
84,"stent, stent stent, graft, stent graft, expandable",3.761,-2.878,2025-10-01
75,"curtain, inflatable, inflatable curtain, curtain inflatable, device",2.398,-2.879,2025-10-01
221,"bearing, rolling, method, rolling bearing, porous",4.369,-2.88,2025-10-01
1154,"garbage, method, collection, garbage collection, apparatus",2.565,-2.88,2025-10-01
1845,"powertrain, vehicle, method, drivetrain, vehicle powertrain",2.303,-2.881,2025-10-01
1573,"semiconductor, die, semiconductor die, method, semiconductor device",2.398,-2.881,2025-10-01
2267,"heat, transfer, heat transfer, device, transfer device",3.912,-2.891,2025-10-01
1560,"pacing, cardiac, method, ventricular, methods",2.89,-2.891,2025-10-01
1098,"drying, method, apparatus, method drying, drying apparatus",2.833,-2.891,2025-10-01
1584,"migration, data, data migration, method, migration data",1.946,-2.892,2025-10-01
1374,"fixing, device, electronic, electronic device, device fixing",2.079,-2.894,2025-10-01
528,"packaging, method, apparatus, packaging machine, machine",3.912,-2.9,2025-10-01
1391,"method, delivery, methods, shipping, apparatus",3.584,-2.911,2025-10-01
256,"nozzle, spray, spray nozzle, pistol, pistol nozzle",3.401,-2.911,2025-10-01
504,"valve, pressure, device, fluid, method",5.576,-2.912,2025-10-01
94,"mirror, assembly, rearview, rearview mirror, mirror assembly",3.714,-2.912,2025-10-01
268,"roof, vehicle, vehicle roof, method, roofing",3.951,-2.916,2025-10-01
1921,"lidar, detection, method, ranging, lidar method",4.673,-2.916,2025-10-01
1027,"check, parity, low density, parity check, low",2.303,-2.92,2025-10-01
1153,"presence, method, information, communication, based",2.708,-2.923,2025-10-01
1701,"cloud, computing, cloud computing, method, based",3.401,-2.925,2025-10-01
944,"particle, method, particles, size, apparatus",2.773,-2.928,2025-10-01
493,"intake, engine, internal combustion, internal, combustion",1.792,-2.929,2025-10-01
816,"buffer, fifo, method, data, buffers",2.079,-2.932,2025-10-01
796,"flow, fluid, control, flow control, device",5.17,-2.939,2025-10-01
1389,"maintenance, method, systems, maintenance information, information",2.639,-2.94,2025-10-01
1663,"display, flexible, flexible display, device, display device",3.714,-2.942,2025-10-01
264,"actuator, actuator actuator, linear actuator, linear, electromagnetic",3.951,-2.946,2025-10-01
462,"pump, method, device, pumps, control",4.779,-2.946,2025-10-01
1666,"dimensional, method, using, generating, model",3.497,-2.95,2025-10-01
322,"roller, fixing, device, surface, bearing",3.497,-2.95,2025-10-01
2183,"vehicle, autonomous, autonomous vehicle, driving, control",4.585,-2.954,2025-10-01
1841,"panel, method, floor, panels, manufacturing",3.466,-2.965,2025-10-01
1334,"glass, method, powder, sheet, method producing",4.533,-2.966,2025-10-01
926,"biometric, method, authentication, using, fingerprint",3.871,-2.968,2025-10-01
2398,"light, light detection, detection, method, device",2.398,-2.969,2025-10-01
345,"seat, vehicle, vehicle seat, chair, device",2.485,-2.97,2025-10-01
1241,"lens, drive, device, lens drive, actuator",3.85,-2.973,2025-10-01
507,"bag, bags, apparatus, method, backpack",3.611,-2.974,2025-10-01
1621,"bar, bus bar, bus, busbar, assembly",3.219,-2.975,2025-10-01
846,"motor, electric, electric motor, motor motor, motor electric",2.303,-2.976,2025-10-01
2136,"emitting, semiconductor, light, light emitting, semiconductor light",2.303,-2.977,2025-10-01
1235,"object, tracking, method, apparatus, detection",3.738,-2.978,2025-10-01
1276,"strain, method, stress, device, measuring",2.708,-2.981,2025-10-01
1826,"touch, method, device, apparatus, sensing",4.97,-2.982,2025-10-01
454,"equalizer, equalization, adaptive, time, method",2.773,-2.985,2025-10-01
2272,"container, method, container method, reinforced, containers",4.111,-2.985,2025-10-01
2310,"mask, respiratory, respiratory mask, respirator, air",2.89,-2.986,2025-10-01
1879,"camera, method, operation, camera method, method controlling",4.234,-2.988,2025-10-01
563,"composite, method, material, composite material, manufacturing",3.401,-2.99,2025-10-01
186,"toilet, water, device, flushing, toilet flushing",3.367,-2.993,2025-10-01
556,"sputtering, target, magnetron, sputter, process",1.946,-3.0,2025-10-01
1200,"device, display, electronic, display device, apparatus",2.079,-3.002,2025-10-01
349,"substrate, method, apparatus, processing, device",1.946,-3.002,2025-10-01
2149,"interior, vehicle, component, vehicle interior, interior component",2.303,-3.004,2025-10-01
850,"power, tool, power tool, tools, tool power",3.892,-3.009,2025-10-01
1972,"ammonia, method, exhaust, systems, liquid",2.708,-3.01,2025-10-01
1885,"ear, earphone, device, headphone, assembly",4.431,-3.012,2025-10-01
1319,"collision, vehicle, method, aircraft, avoidance",4.812,-3.013,2025-10-01
1127,"emergency, method, calls, methods, location",3.332,-3.017,2025-10-01
509,"injection, fuel, engine, fuel injection, combustion",2.89,-3.017,2025-10-01
1532,"tenant, multi, multi tenant, database, method",2.485,-3.018,2025-10-01
197,"electronic, method, component, manufacturing, electronic component",2.197,-3.02,2025-10-01
1830,"additive, manufacturing, additive manufacturing, method, using",4.7,-3.023,2025-10-01
67,"vibration, damper, device, vibration damper, damping",4.111,-3.024,2025-10-01
293,"light, emitting, organic, light emitting, organic light",2.833,-3.028,2025-10-01
756,"microphone, speaker, microphone microphone, directional, device",3.219,-3.03,2025-10-01
1810,"display, panel, device, display panel, panel display",4.543,-3.034,2025-10-01
492,"surfactant, surfactants, compositions, acid, containing",2.485,-3.038,2025-10-01
1428,"food, apparatus, method, device, preparation",3.367,-3.04,2025-10-01
856,"toner, image, method, image forming, forming",2.485,-3.041,2025-10-01
960,"fault, arc, arc fault, circuit, interrupter",3.332,-3.044,2025-10-01
1465,"deduplication, data, method, storage, duplication",2.708,-3.047,2025-10-01
1365,"semiconductor, circuit, integrated, integrated circuit, semiconductor integrated",2.303,-3.048,2025-10-01
1947,"transdermal, delivery, therapeutic, patch, drug",3.367,-3.049,2025-10-01
658,"pharmaceutical, compositions, pharmaceutical compositions, containing, methods",3.912,-3.051,2025-10-01
216,"inhaler, inhalation, device, apparatus, metered",3.135,-3.052,2025-10-01
2081,"threat, method, cyber, security, systems",4.007,-3.055,2025-10-01
1539,"illumination, apparatus, device, method, illumination apparatus",2.398,-3.056,2025-10-01
2180,"display, image, image display, apparatus, method",3.714,-3.056,2025-10-01
1635,"transport, transport apparatus, apparatus, method, apparatus transport",2.773,-3.06,2025-10-01
2305,"braided, braiding, method, methods, braid",2.197,-3.073,2025-10-01
1719,"shovel, shovel shovel, control, method, method controlling",2.079,-3.075,2025-10-01
611,"polishing, chemical, mechanical, chemical mechanical, mechanical polishing",3.714,-3.077,2025-10-01
189,"pallet, pallet pallet, palletizer, method, assembly",2.773,-3.08,2025-10-01
2030,"transmission, power, power transmission, transmission device, device",2.197,-3.088,2025-10-01
1476,"methods, compositions, immune, compositions methods, method",3.178,-3.093,2025-10-01
870,"cells, stem, stem cells, cell, methods",3.689,-3.108,2025-10-01
281,"shaft, coupling, flexible, shaft coupling, hollow",2.996,-3.111,2025-10-01
2207,"beam, recovery, failure, beam failure, failure recovery",3.367,-3.112,2025-10-01
2271,"medication, method, prescription, apparatus, device",3.219,-3.112,2025-10-01
1028,"dispenser, fluid dispenser, fluid, paper, paper dispenser",3.258,-3.113,2025-10-01
414,"focus, method, apparatus, focusing, camera",2.639,-3.113,2025-10-01
1061,"notification, method, response, providing, notifications",3.526,-3.114,2025-10-01
572,"water, treatment, waste, apparatus, method",3.401,-3.114,2025-10-01
441,"waveguide, optical, optical waveguide, method, planar waveguide",3.555,-3.115,2025-10-01
684,"catalyst, process, method, using, preparation",3.807,-3.116,2025-10-01
961,"sliding, slider, slide, method, member",2.485,-3.122,2025-10-01
591,"level, voltage, circuit, shifter, level shifter",2.565,-3.123,2025-10-01
2380,"pcie, express, pci, method, interface",2.485,-3.128,2025-10-01
179,"energy, absorbing, energy absorbing, impact, structure",2.197,-3.129,2025-10-01
1433,"depth, method, image, apparatus, using",3.296,-3.138,2025-10-01
1038,"shift, register, shift register, display, circuit",2.708,-3.141,2025-10-01
1461,"retransmission, method, data, apparatus, data retransmission",1.946,-3.145,2025-10-01
260,"pressure, blood, blood pressure, apparatus, measuring",3.219,-3.151,2025-10-01
524,"fan, cooling, motor, blade, cooling fan",2.639,-3.155,2025-10-01
224,"tire, pneumatic, vehicle, pneumatic tire, method",3.219,-3.157,2025-10-01
2396,"display, device, display device, having, device having",2.565,-3.163,2025-10-01
1894,"light, organic, light emitting, emitting, display",3.611,-3.17,2025-10-01
900,"oled, display, oled display, having, display having",2.833,-3.171,2025-10-01
1814,"display, foldable, foldable display, device, method",3.045,-3.173,2025-10-01
1137,"transaction, processing, method, transactions, methods",3.219,-3.173,2025-10-01
1370,"ultraviolet, light, extreme, source, light source",2.079,-3.18,2025-10-01
946,"mask, method, hard, device, fabrication",3.258,-3.184,2025-10-01
1397,"light, light emitting, emitting, emitting diode, diode",3.332,-3.184,2025-10-01
148,"microfluidic, devices, microfluidic devices, fluid, methods",3.807,-3.201,2025-10-01
13,"stapler, staple, staples, staple remover, remover",3.738,-3.203,2025-10-01
48,"jewelry, clasp, jewelry clasp, jewelry jewelry, clasp jewelry",1.792,-3.205,2025-10-01
339,"seat, seat belt, belt, seatbelt, buckle",2.079,-3.205,2025-10-01
883,"scintillator, radiation, panel, scintillator panel, scintillation",2.197,-3.208,2025-10-01
80,"wiper, windshield wiper, windshield, device, blade",3.135,-3.212,2025-10-01
911,"lighting, device, illumination, apparatus, illuminating",2.303,-3.224,2025-10-01
2020,"battery, electrolyte, nonaqueous, secondary, nonaqueous electrolyte",1.792,-3.23,2025-10-01
1063,"data, stream, method, streams, data stream",2.197,-3.231,2025-10-01
213,"mask, face, face mask, protective, oxygen",1.946,-3.234,2025-10-01
17,"razor, shaving, shaver, electric, blade",2.944,-3.238,2025-10-01
288,"cellulose, process, method, material, materials",3.611,-3.238,2025-10-01
413,"lamp, vehicle, vehicle lamp, vehicular, lamp vehicle",3.296,-3.238,2025-10-01
210,"injection, device, injection device, apparatus, injection apparatus",3.367,-3.24,2025-10-01
263,"catheter, balloon, balloon catheter, catheter balloon, methods",2.398,-3.241,2025-10-01
141,"garment, clothing, protective, protecting, disposable",3.807,-3.248,2025-10-01
1488,"construction, machine, construction machine, machine construction, particular",2.079,-3.262,2025-10-01
1837,"electronic, component, electronic component, method, manufacturing",3.135,-3.265,2025-10-01
575,"molding, injection, injection molding, molded, machine",2.944,-3.266,2025-10-01
513,"switch, device, multi directional, multi, directional",3.091,-3.266,2025-10-01
381,"coil, method, coils, surface, device",3.784,-3.27,2025-10-01
842,"subterranean, method, apparatus, methods, zones",3.258,-3.27,2025-10-01
1923,"device, method, treatment, fistula, aneurysm",2.079,-3.279,2025-10-01
1846,"transparent, display, transparent display, device, display device",2.398,-3.279,2025-10-01
234,"dyeing, keratin, fibers, composition, dyeing keratin",1.792,-3.295,2025-10-01
2361,"leather, synthetic leather, synthetic, method, materials",1.609,-3.299,2025-10-01
66,"seismic, method, data, seismic data, exploration",3.135,-3.302,2025-10-01
1569,"bluetooth, method, pairing, device, wireless",2.398,-3.308,2025-10-01
799,"diversity, method, transmit, transmit diversity, receiver",2.773,-3.309,2025-10-01
908,"spectrometer, imaging, method, optical, imaging spectrometer",2.639,-3.31,2025-10-01
1151,"session, method, using, state, server",2.708,-3.316,2025-10-01
96,"carbon, nanotubes, carbon nanotubes, nanotube, method",2.708,-3.317,2025-10-01
489,"engine, control, engine control, method, control engine",2.996,-3.318,2025-10-01
1930,"oral, oral care, care, compositions, care compositions",2.303,-3.322,2025-10-01
461,"vacuum, cleaner, vacuum cleaner, vacuum switch, switch",2.773,-3.331,2025-10-01
1133,"risk, method, risk management, management, methods",2.833,-3.333,2025-10-01
2287,"edge, edge computing, computing, network, access",4.143,-3.338,2025-10-01
1673,"tank, method, storage, storage tank, containment",1.946,-3.34,2025-10-01
625,"clock, signal, clock signal, circuit, method",3.85,-3.343,2025-10-01
551,"cell, electrochemical, electrochemical cell, method, electrolyte",3.434,-3.354,2025-10-01
1533,"semiconductor, light, light emitting, semiconductor light, emitting",3.761,-3.357,2025-10-01
438,"optical, device, optical element, optical device, method",2.708,-3.359,2025-10-01
715,"nucleic, nucleic acid, acid, method, dna",5.182,-3.362,2025-10-01
348,"silica, method, producing, process, process producing",2.485,-3.368,2025-10-01
1095,"coherence, tomography, optical, optical coherence, coherence tomography",2.398,-3.368,2025-10-01
718,"method, network, telephony, telephone, service",2.303,-3.374,2025-10-01
915,"data, streams, stream, method, data streams",2.833,-3.378,2025-10-01
807,"method, test, testing, apparatus, method apparatus",3.466,-3.382,2025-10-01
780,"fault, method, detection, apparatus, circuit",2.398,-3.394,2025-10-01
668,"method, encryption, access, apparatus, using",5.389,-3.399,2025-10-01
1454,"information, apparatus, processing, information processing, processing apparatus",3.784,-3.4,2025-10-01
1458,"hydrocarbon, producing, hydrocarbons, process, heavy",2.485,-3.4,2025-10-01
2303,"electroporation, device, electroporation device, flow electroporation, flow",1.792,-3.407,2025-10-01
1502,"reality, augmented, augmented reality, method, apparatus",4.682,-3.41,2025-10-01
1390,"capsule, medical, device, medical device, capsule medical",2.079,-3.411,2025-10-01
677,"bus, serial, serial bus, method, universal serial",2.197,-3.418,2025-10-01
541,"ink, method, apparatus, container, ink container",5.82,-3.42,2025-10-01
1270,"magnetic, tunnel, layer, tunneling, magnetic tunnel",2.079,-3.426,2025-10-01
245,"surgical, instrument, device, method, retractor",3.135,-3.426,2025-10-01
113,"method, mask, photomask, manufacturing, device",3.466,-3.428,2025-10-01
1298,"wake, device, method, communication, wakeup",3.219,-3.432,2025-10-01
463,"impeller, centrifuge, centrifugal, pump, method",1.609,-3.434,2025-10-01
399,"sense, sense amplifier, amplifier, circuit, voltage",2.485,-3.443,2025-10-01
305,"strap, strapping, machine, device, assembly",2.485,-3.444,2025-10-01
1993,"semiconductor, module, semiconductor module, module semiconductor, device",2.079,-3.448,2025-10-01
1901,"end, end effector, effector, robotic, effector robotic",2.639,-3.452,2025-10-01
1107,"crane, crane crane, boom, mobile, control",3.258,-3.469,2025-10-01
522,"method, apparatus, method apparatus, using, point",3.296,-3.481,2025-10-01
1312,"headlight, vehicle, motor vehicle, vehicle headlight, motor",3.045,-3.483,2025-10-01
1852,"disinfection, disinfecting, method, device, systems",2.89,-3.486,2025-10-01
1505,"communication, communications, communications communication, communication communication, communications communications",4.06,-3.489,2025-10-01
253,"methods, method, vascular, occlusion, patient",3.401,-3.494,2025-10-01
359,"position, apparatus, method, detecting, positioning",3.584,-3.497,2025-10-01
1708,"automatic repeat, repeat, repeat request, automatic, request",2.639,-3.499,2025-10-01
1024,"event, method, events, apparatus, data",3.584,-3.505,2025-10-01
1575,"wind, turbine, wind turbine, method, generator",4.477,-3.509,2025-10-01
1618,"washing, machine, washing machine, machine washing, washable mouse",1.946,-3.511,2025-10-01
1758,"carbon, fiber, carbon fiber, method, fibers",2.079,-3.513,2025-10-01
2237,"press, device, pressing, method, press drive",2.079,-3.515,2025-10-01
2082,"assistant, personal, virtual, personal assistant, digital",2.708,-3.517,2025-10-01
2166,"control, method, control method, device, control device",3.807,-3.531,2025-10-01
2421,"ledger, distributed, distributed ledger, using, transaction",3.401,-3.532,2025-10-01
240,"pipe, method, pipes, apparatus, hose",3.85,-3.534,2025-10-01
447,"optical, transmitter, receiver, transmission, apparatus",4.22,-3.536,2025-10-01
1750,"light, light emitting, emitting, module, emitting module",1.792,-3.549,2025-10-01
1898,"lens, imaging, imaging lens, lens imaging, freeform",2.708,-3.55,2025-10-01
765,"motor, brushless, brushless motor, electric, method",2.398,-3.55,2025-10-01
1892,"unclonable, function, physically unclonable, physically, unclonable function",2.565,-3.553,2025-10-01
546,"retardant, flame, flame retardant, composition, resin",3.258,-3.555,2025-10-01
155,"coupling, device, coupling device, method, coupling method",2.773,-3.558,2025-10-01
257,"spray, sprayer, spraying, water, type",3.296,-3.561,2025-10-01
91,"irrigation, method, irrigation irrigation, tip, drip",2.996,-3.563,2025-10-01
2429,"memory, power, device, memory device, power management",1.792,-3.564,2025-10-01
690,"object, oriented, method, object oriented, software",2.398,-3.564,2025-10-01
1453,"image, forming, apparatus, image forming, forming apparatus",4.625,-3.565,2025-10-01
2210,"prediction, video, coding, video coding, intra",3.892,-3.565,2025-10-01
703,"web, method, page, web page, content",3.97,-3.572,2025-10-01
120,"absorbent, article, absorbent article, having, articles",3.296,-3.573,2025-10-01
1555,"force, sensor, sensing, method, force sensor",2.708,-3.574,2025-10-01
1372,"stylus, stylus stylus, electronic, device, electronic device",3.401,-3.578,2025-10-01
43,"umbrella, structure, collapsible, collapsible umbrella, automatic",1.946,-3.58,2025-10-01
49,"watch, wristwatch, device, wrist, strap",2.773,-3.581,2025-10-01
1721,"photoacoustic, apparatus, imaging, methods, photoacoustic imaging",1.792,-3.584,2025-10-01
885,"imprint, lithography, imprint lithography, method, alignment",2.773,-3.586,2025-10-01
15,"fuse, method, circuit, fuser, fuse method",3.219,-3.592,2025-10-01
1684,"airfoil, aerofoil, method, assembly, airfoils",2.485,-3.598,2025-10-01
2135,"package, electronic, method, electronic package, fabricating",2.197,-3.6,2025-10-01
1477,"uplink, method, communication, channel, apparatus",4.804,-3.604,2025-10-01
265,"timepiece, device, electronic, electronic timepiece, time",2.944,-3.61,2025-10-01
1665,"finfet, method, methods, fin, heights",3.045,-3.633,2025-10-01
1717,"turf, synthetic, artificial, method, artificial turf",1.792,-3.633,2025-10-01
485,"cosmetic, skin, compositions, use, composition",3.761,-3.634,2025-10-01
1447,"image, method, search, image search, images",2.639,-3.635,2025-10-01
124,"pneumatic, tool, actuator, pneumatic tool, mechanism",1.609,-3.638,2025-10-01
1812,"glazing, insulating, method, insulating glazing, unit",2.708,-3.647,2025-10-01
428,"polarization, optical, source, light, plate",2.565,-3.651,2025-10-01
2179,"vehicle, control, vehicle control, control vehicle, method therefor",2.079,-3.657,2025-10-01
1955,"lid, container, container lid, lid container, containers",2.996,-3.664,2025-10-01
2206,"station, base station, base, communication, method",3.807,-3.672,2025-10-01
448,"color, method, apparatus, image, gamut",3.178,-3.678,2025-10-01
1779,"subscriber, subscriber identity, identity, module, identity module",2.639,-3.683,2025-10-01
1771,"injection, molding, injection molding, apparatus, method",2.944,-3.703,2025-10-01
446,"optical, module, optical module, module optical, method",2.485,-3.711,2025-10-01
1877,"radiation, detector, method, radiation detector, detection",2.565,-3.712,2025-10-01
1874,"power, converter, power converter, converter power, thereof",2.197,-3.719,2025-10-01
152,"magnetic, film, head, method, film magnetic",3.989,-3.721,2025-10-01
1242,"image, medical, images, data, medical image",3.761,-3.724,2025-10-01
1065,"user, user interface, interface, method, based",3.497,-3.725,2025-10-01
2329,"lens, assembly, lens assembly, optical, imaging lens",2.197,-3.737,2025-10-01
499,"filter, filtration, filters, device, apparatus",4.234,-3.737,2025-10-01
382,"motor, method, control, electric, rotor",2.565,-3.747,2025-10-01
2143,"laser, surgery, eye, eye surgery, laser eye",2.303,-3.752,2025-10-01
1994,"abnormality, method, detection, abnormality detection, device",2.89,-3.757,2025-10-01
317,"bag, air, air bag, airbag, module",3.714,-3.765,2025-10-01
1135,"insurance, method, risk, life, management",2.565,-3.766,2025-10-01
907,"random, method, random number, random numbers, generating",1.792,-3.767,2025-10-01
2397,"devices, microelectronic, microelectronic devices, related, methods",2.197,-3.768,2025-10-01
244,"electrosurgical, tissue, instrument, sealing, device",2.996,-3.769,2025-10-01
585,"zeolite, catalyst, process, using, type",2.565,-3.774,2025-10-01
968,"display, driving, method, circuit, device",4.796,-3.78,2025-10-01
10,"electrochromic, devices, device, electrochromic devices, electrochromic device",2.708,-3.787,2025-10-01
710,"messaging, message, method, messages, apparatus",3.664,-3.788,2025-10-01
1202,"gan, method, substrate, semiconductor, based",2.303,-3.788,2025-10-01
2424,"access, backhaul, integrated access, integrated, access backhaul",2.485,-3.799,2025-10-01
192,"sound, acoustic, absorbing, sound absorbing, insulation",3.611,-3.8,2025-10-01
2072,"ledger, blockchain, secure, method, distributed",3.912,-3.804,2025-10-01
2003,"display, array, array substrate, substrate, method",3.807,-3.812,2025-10-01
169,"label, labels, method, adhesive, form",2.833,-3.816,2025-10-01
308,"clutch, vehicle, mechanism, clutch mechanism, apparatus",3.466,-3.816,2025-10-01
1011,"feeder, bird, bird feeder, squirrel, feeder bird",2.944,-3.822,2025-10-01
2330,"contact, lens, contact lens, lenses, contact lenses",2.708,-3.823,2025-10-01
6,"superconducting, superconductor, oxide, method, temperature",3.135,-3.83,2025-10-01
534,"printing, method, apparatus, print, printer",2.89,-3.83,2025-10-01
1606,"fall, detection, protection, method, fall detection",2.398,-3.834,2025-10-01
466,"video, method, coding, apparatus, encoding",1.792,-3.836,2025-10-01
2307,"data, transmission, method, data transmission, transmission method",3.638,-3.84,2025-10-01
614,"solder, method, soldering, apparatus, reflow",2.197,-3.853,2025-10-01
2027,"diffuser, method, light, light diffuser, diffuser method",2.079,-3.888,2025-10-01
40,"bar, code, bar code, method, scanning",2.303,-3.891,2025-10-01
1219,"diagnostic, method, diagnosis, tool, diagnostics",2.833,-3.901,2025-10-01
1908,"laundry, apparatus, treating, treating apparatus, laundry treating",2.565,-3.902,2025-10-01
518,"gas, burner, combustor, combustion, turbine",2.833,-3.902,2025-10-01
484,"piston, engine, piston engine, hydraulic, axial piston",1.099,-3.906,2025-10-01
2023,"fluid, coupling, connecting, fluid coupling, quick",2.565,-3.911,2025-10-01
36,"cigarette, smoke, apparatus, tobacco, method",4.317,-3.917,2025-10-01
1086,"droplet, method, apparatus, liquid, device",3.091,-3.92,2025-10-01
1236,"fraud, method, detection, fraud detection, using",3.332,-3.935,2025-10-01
2152,"building, management, building management, building automation, automation",2.398,-3.936,2025-10-01
1165,"ad, ad hoc, hoc, network, mesh",2.565,-3.942,2025-10-01
976,"optical, imaging, image, imaging optical, optical imaging",2.398,-3.954,2025-10-01
743,"organic, display, method, organic electroluminescent, electroluminescent",3.135,-3.964,2025-10-01
1670,"beacon, method, apparatus, power, device",2.303,-3.964,2025-10-01
2077,"prostate, cancer, prostate cancer, method, gene",2.197,-3.966,2025-10-01
2393,"server, method, control, server method, method server",1.099,-3.972,2025-10-01
1949,"propeller, pitch, blade, propellers, method",1.946,-3.976,2025-10-01
1928,"power supply, power, supply, supply power, electrical",2.639,-3.984,2025-10-01
1636,"sleeve, method, retainer, retaining, apparatus",2.197,-3.99,2025-10-01
2407,"neural, network, neural network, method, quantization",2.079,-3.996,2025-10-01
1760,"seat, child, safety, safety seat, child safety",2.079,-4.004,2025-10-01
2221,"communication, communication communication, communications, communication systems, systems",2.303,-4.014,2025-10-01
1423,"reservoir, method, methods, systems, modeling",1.386,-4.016,2025-10-01
1806,"memory, magnetic, magnetic memory, method, device",2.708,-4.02,2025-10-01
425,"lens, eyeglass, eyeglasses, spectacles, lenses",2.639,-4.029,2025-10-01
363,"current, measuring, sensor, method, current sensor",3.367,-4.031,2025-10-01
749,"meter, metering, electricity, electricity meter, power",2.079,-4.048,2025-10-01
1552,"mobile, terminal, method, communication, mobile communication",1.609,-4.061,2025-10-01
642,"bipolar, transistor, bipolar transistor, method, junction",2.303,-4.069,2025-10-01
560,"advertising, method, advertisements, internet, apparatus",3.466,-4.083,2025-10-01
2050,"air, conditioning, air conditioning, method, vehicle",1.386,-4.093,2025-10-01
1106,"logging, log, method, data, systems",2.996,-4.095,2025-10-01
1562,"audience, measurement, audience measurement, method, apparatus",2.485,-4.1,2025-10-01
1788,"synchronization, method, apparatus, method apparatus, wireless",2.398,-4.103,2025-10-01
166,"chromatography, chromatographic, method, liquid chromatography, liquid",2.996,-4.106,2025-10-01
712,"memory, method, addressable, content addressable, apparatus",1.792,-4.11,2025-10-01
1998,"sleep, method, device, methods, monitoring",2.639,-4.116,2025-10-01
853,"wheelchair, wheelchair wheelchair, support, restraint, assembly",2.639,-4.164,2025-10-01
2109,"binding, machine, binding machine, device, apparatus",1.792,-4.178,2025-10-01
1639,"encoder, method, method encoder, encoder decoder, decoder",2.639,-4.183,2025-10-01
464,"recording, image, apparatus, image recording, method",2.565,-4.19,2025-10-01
142,"magnetic, disk, magnetic disk, head, drive",2.079,-4.196,2025-10-01
1019,"image, display, image display, apparatus, method",2.565,-4.197,2025-10-01
918,"induction, heating, induction heating, apparatus, heating apparatus",2.565,-4.197,2025-10-01
685,"memory, testing, method, semiconductor, device",2.565,-4.209,2025-10-01
1320,"blower, blower blower, systems, motor, blower motor",2.303,-4.213,2025-10-01
2039,"vehicle, security, vehicles, method, systems",2.639,-4.22,2025-10-01
1295,"fertilizer, process, method, release, nitrogen",1.946,-4.232,2025-10-01
1399,"meeting, meetings, method, service, meetings method",2.89,-4.234,2025-10-01
262,"catheter, distal, delivery, wire, having",4.174,-4.264,2025-10-01
2286,"bot, chatbot, chat, method, based",2.079,-4.271,2025-10-01
826,"plant, seed, plant seed, maize plant, hybrid",2.833,-4.274,2025-10-01
9,"diamond, method, like, film, diamond like",2.89,-4.299,2025-10-01
1393,"backlight, module, display, assembly, method",3.367,-4.3,2025-10-01
1939,"secondary, lithium, secondary battery, battery, battery lithium",2.197,-4.303,2025-10-01
1597,"vehicle, work, work vehicle, vehicle work, working",2.398,-4.303,2025-10-01
1816,"overlay, method, metrology, measurement, apparatus",2.079,-4.311,2025-10-01
1657,"neural, synaptic, neuromorphic, network, method",2.485,-4.32,2025-10-01
471,"image, processing, data, method, image processing",3.367,-4.322,2025-10-01
233,"biosensor, biosensors, sensor, method, biosensor biosensor",2.398,-4.324,2025-10-01
371,"fingerprint, device, method, reading, finger",3.434,-4.331,2025-10-01
790,"coffee, machine, brewing, method, apparatus",2.944,-4.335,2025-10-01
497,"solenoid, valve, solenoid valve, device, control",2.639,-4.35,2025-10-01
1043,"liquid crystal, liquid, crystal, display, crystal display",3.367,-4.382,2025-10-01
705,"memory, nonvolatile, semiconductor, nonvolatile semiconductor, semiconductor memory",3.091,-4.411,2025-10-01
763,"motor, control, method, motor control, driving",2.565,-4.424,2025-10-01
2349,"vehicle, monitoring, vehicle monitoring, monitoring vehicle, device",2.708,-4.434,2025-10-01
2085,"method, wireless, frame, transmitting, apparatus",2.773,-4.451,2025-10-01
1807,"container, cosmetic, cosmetic container, container cosmetic, cosmetics",1.386,-4.453,2025-10-01
2426,"memory, temperature, device, memory device, based",2.079,-4.455,2025-10-01
278,"cleaning, apparatus, method, device, cleaning apparatus",3.97,-4.488,2025-10-01
314,"wheel, vehicle, axle, vehicle wheel, apparatus",3.638,-4.494,2025-10-01
1355,"method, transmitter, receiver, signal, receiving",1.946,-4.516,2025-10-01
