topic_id,topic,subfield,field,domain,works_count,keywords,description
T13602,Educational Methods and Media Use,Information Systems,Computer Science,Physical Sciences,311417,Digital Literacy; E-Learning; School Literacy Movement; Information Literacy; Reading Interest; Teacher Role; Multiliteracy Paradigm; Media Literacy; Early Reading; Literacy Program,"This cluster of papers focuses on enhancing digital literacy and education, with a particular emphasis on e-learning, school literacy movement, information lite"
T13532,Education Systems and Policy,Education,Social Sciences,Social Sciences,310698,Vocational Education; Training Pathways; Student Retention; Workforce Skill Development; Rural and Regional Education; Employment Patterns; Teacher Retention; Adult Literacy and Numeracy; Youth Labour,"This cluster of papers focuses on vocational education and training in Australia, covering topics such as student retention, workforce skill development, rural "
T13130,Biological and pharmacological studies of plants,Pharmacology,Medicine,Health Sciences,309462,Dendrobium; Gastrodia; Phenanthrenes; Traditional Medicine; Neuroprotective; Ethnopharmacology; Bibenzyl Derivatives; Anti-inflammatory; Antioxidant; Therapeutic Potential,"This cluster of papers explores the traditional uses, pharmacological activities, and therapeutic potential of medicinal orchids, particularly focusing on Dendr"
T13033,Social Sciences and Governance,Urban Studies,Social Sciences,Social Sciences,305900,Social Innovation; Economic Development; Territorial Governance; Solidarity Economy; Community Engagement; Institutionalization; Cooperatives; Local Development; Participative Evaluation; Citizenship,"This cluster of papers explores the role of social innovation in territorial development, focusing on topics such as economic development, territorial governanc"
T11405,Geophysics and Gravity Measurements,Oceanography,Earth and Planetary Sciences,Physical Sciences,304533,GRACE; sea level rise; groundwater depletion; climate change; satellite measurements; polar ice sheets; hydrological modeling; geodetic measurements; mass variability; land water storage,"This cluster of papers focuses on the global variability and change in sea level, with an emphasis on utilizing GRACE and other satellite measurements to unders"
T12618,Botany and Plant Ecology Studies,Plant Science,Agricultural and Biological Sciences,Life Sciences,302667,Vascular Plants; Conservation; Flora; Vegetation; Biodiversity; Climate Change; Ecology; Habitat; Invasive Species; Phytogeography,"This cluster of papers covers a wide range of topics related to the diversity, distribution, and conservation of vascular plants in Central Europe. It includes "
T11198,Japanese History and Culture,Cultural Studies,Social Sciences,Social Sciences,300753,Japan; culture; identity; society; modernization; gender; history; colonialism; literature; politics,"This cluster of papers covers a wide range of topics related to Japanese culture, society, and history, including modernization, gender dynamics, colonialism, l"
T13275,Medical and Health Sciences Research,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences,300601,Medical Ethics; Patient Rights; Reproductive Medicine; Healthcare Law; Informed Consent; End-of-Life Care; Bioethics; Telemedicine; Genetic Testing; Physician Liability,"This cluster of papers covers a wide range of ethical and legal issues in medicine, including patient rights, reproductive medicine, healthcare law, informed co"
T13015,"Botany, Ecology, and Taxonomy Studies",Plant Science,Agricultural and Biological Sciences,Life Sciences,300049,Cyperus; phylogeny; antioxidant; essential oil; tigernut; chromosome evolution; phytochemical analysis; medicinal plants; biogeography; sedge flora,"This cluster of papers explores the diversity, phylogeny, medicinal properties, and commercial applications of Cyperus species. It covers topics such as phyloge"
T12768,Linguistics and language evolution,Language and Linguistics,Arts and Humanities,Social Sciences,298110,Indo-European; Linguistics; Etymology; Historical Phonology; Cultural History; Language Evolution; Proto-Indo-European; Lexicography; Ancient Languages; Comparative Philology,"This cluster of papers encompasses a wide range of topics related to the linguistic, etymological, and cultural aspects of the Indo-European language family. It"
T12568,Plant Taxonomy and Phylogenetics,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,297285,Phylogeny; Grasses; Apomixis; C4 Photosynthesis; Evolution; Classification; Genetics; Reproductive Pathways; Bamboos; Polyploidy,"This cluster of papers focuses on the phylogeny, evolution, and classification of grasses (Poaceae), with particular emphasis on topics such as apomixis, C4 pho"
T10181,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,296839,Statistical Machine Translation; Neural Machine Translation; Dependency Parsing; Word Sense Disambiguation; Part-of-Speech Tagging; Corpus Linguistics; Syntax-based Translation Models; Multilingual Ne,"This cluster of papers focuses on statistical machine translation, neural machine translation, dependency parsing, word sense disambiguation, and part-of-speech"
T13372,Archaeology and Historical Studies,Archeology,Arts and Humanities,Social Sciences,296272,Arabia; Byzantine; Nabataean; Archaeological Evidence; Desert Agriculture; Early Islamic Transition; Semitic Languages; Byzantine-early Islamic Period; Palestine; Urban Development,"This cluster of papers covers a wide range of topics related to the ancient Near East, including archaeology, history, and linguistics. It explores the civiliza"
T12765,"Race, History, and American Society",Sociology and Political Science,Social Sciences,Social Sciences,293383,Civil Rights Movement; Black Studies; African American; Social Movements; Racial Equality; Black Power; Cold War; Pan-Africanism; Feminism; Community Activism,"This cluster of papers explores the intersection of the Civil Rights Movement, Black Studies, and African American history. It delves into topics such as social"
T13556,Historical Influence and Diplomacy,Political Science and International Relations,Social Sciences,Social Sciences,293232,Diplomacy; Early Modern; Cross-Confessional; International Relations; Cultural Analysis; Gift-giving; News Networks; Medieval Europe; Global Reach; Diplomatic Culture,"This cluster of papers explores the history of diplomacy, cross-cultural relations, and international interactions, focusing on early modern and medieval Europe"
T10385,Plant Diversity and Evolution,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,292980,Angiosperm Phylogeny; Flowering Plants; Biogeography; Diversification; Phylogenetics; Evolutionary History; Taxonomy; Molecular Phylogeny; Plant Diversity; Historical Biogeography,"This cluster of papers explores the evolution, classification, and biogeography of flowering plants, particularly focusing on the phylogeny, diversification, an"
T11857,Archaeological and Historical Studies,Archeology,Arts and Humanities,Social Sciences,292914,Iberian Peninsula; archaeology; Iron Age; Romanization; Celtic culture; Phoenician influence; numismatics; religious practices; settlement patterns; cultural exchange,"This cluster of papers covers a wide range of topics related to the archaeology of the Iberian Peninsula, including the Iron Age, Romanization, Celtic culture, "
T12021,Social and Educational Sciences,Education,Social Sciences,Social Sciences,288839,Qualitative Research; Methodology; Education; Social Sciences; Learning; Discourse Analysis; Special Education; Gender Studies; Quantitative Methods; Pedagogy,"This cluster of papers covers a wide range of topics related to research methodology in social sciences and education, including qualitative research, discourse"
T10487,Plant and animal studies,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,287801,Pollinator Decline; Ecosystem Services; Plant-Animal Interactions; Biodiversity; Crop Pollination; Habitat Fragmentation; Mutualistic Networks; Global Change; Invasive Species; Climate Change,"This cluster of papers explores the impact of pollinator decline on ecosystems and agriculture, focusing on plant-animal interactions, biodiversity, crop pollin"
T12170,History and Theory of Mathematics,Theoretical Computer Science,Mathematics,Physical Sciences,286361,Mathematics Education; Historical Sources; Mathematical Concepts; Teaching Methods; Cultural Transmission; Philosophy of Mathematics; Ancient Mathematicians; Mathematical Traditions; Mathematical Evol,"This cluster of papers explores the use of history in mathematics education, the evolution of mathematical concepts, the teaching methods involving historical s"
T11468,Genetic Mapping and Diversity in Plants and Animals,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,285126,Quantitative Trait Loci; Genome-wide Association Studies; Genetic Mapping; Crop Improvement; Genetic Variation; QTL Mapping; Maize Domestication; Rice Genomics; Heterosis; Marker-assisted Selection,"This cluster of papers focuses on the genetic architecture of quantitative traits in crops such as rice and maize, covering topics such as quantitative trait lo"
